dc_gender,dc_state,dc_district,newsletter_id,dc_date,dc_name,dc_party,newsletter_count,total_newsletters,body_word_count,fundraising_terms,fundraising_ratio,neutral_score,anger_score,joy_score,disgust_score,sadness_score,surprise_score,fear_score,matched_phrases,themes_list,theme_national_security_and_defense,theme_political_figures_-_obama,theme_social_issues_and_values,theme_healthcare,theme_social_safety_net_and_entitlements,theme_education,theme_government_overreach,theme_economy_and_taxes,theme_congress_and_legislation,theme_housing_and_community,theme_media_and_press,theme_energy_independence,theme_patriotic_rhetoric,theme_law_enforcement_and_crime,theme_immigration,theme_political_figures_-_trump,theme_executive_power,theme_voting_rights,theme_terrorism_and_foreign_threats,theme_supreme_court_and_judiciary,theme_iran_and_nuclear_policy,theme_gun_policy,theme_reproductive_rights,theme_climate_and_energy_policy,theme_civil_rights,theme_political_figures_-_hillary_clinton,theme_criminal_justice_reform,theme_election_integrity,theme_trump_name_calling,fec_cid,fec_name,contrib_date,contrib_count,contrib_amount,month_start,avg_daily_contrib_count_per_month,avg_daily_contrib_amount_per_month,window_days,window_contrib_count,window_contrib_amount,window_fundraising_count_score,window_fundraising_amount_score
M,WA,4,97833,2015-04-16,DAN NEWHOUSE,R,1,52.0,437,0,0.0,0.3974345326423645,,0.5331225991249084,,0.0070670051500201,0.0503690093755722,0.0058741713874042,"['house', 'congress', 'community', 'defense', 'nuclear', 'tax', 'dollars', 'federal government', 'government', 'power', 'oversight', 'press', 'news']","['National Security & Defense', 'Iran & Nuclear Policy', 'Government Overreach', 'Economy & Taxes', 'Congress & Legislation', 'Housing & Community', 'Media & Press', 'Executive Power']",True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,N00036403,DANIEL MILTON NEWHOUSE,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,KY,2,97834,2015-04-16,BRETT GUTHRIE,R,1,8.0,1569,5,0.0031867431485022306,0.889187753200531,0.008442954160273,0.0145823014900088,,,0.0412074029445648,0.0388805568218231,"['health care', 'obamacare', 'medicare', 'health', 'repeal', 'student', 'social security', 'medicare', 'assistance', 'obama', 'president obama', 'legislation', 'the bill', 'bills', 'house', 'senate', 'congress', 'committee', 'vote', 'law', 'majority', 'affordable', 'order', 'military', 'veterans', 'taxes', 'tax', 'jobs', 'business', 'regulation', 'spending', 'budget', 'epa', 'government', 'states', 'power', 'american', 'media', 'press']","['National Security & Defense', 'Political Figures - Obama', 'Healthcare', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Education', 'Government Overreach', 'Law Enforcement & Crime', 'Economy & Taxes', 'Congress & Legislation', 'Housing & Community', 'Media & Press', 'Executive Power', 'Energy Independence']",True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,N00029675,BRETT GUTHRIE,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
F,OR,1,97835,2015-04-16,SUZANNE BONAMICI,D,1,28.0,446,2,0.004484304932735426,0.7996887564659119,,,0.0124947968870401,0.1048834398388862,0.0130040431395173,0.0513825826346874,"['education', 'student', 'college', 'student loan', 'wage', 'legislation', 'congress', 'law', 'affordable', 'epa', 'life', 'media', 'news']","['Social Issues & Values', 'Social Safety Net & Entitlements', 'Education', 'Congress & Legislation', 'Housing & Community', 'Media & Press', 'Energy Independence']",False,False,True,False,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00033474,SUZANNE BONAMICI,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,TX,33,97837,2015-04-16,MARC VEASEY,D,1,82.0,149,0,0.0,0.937617301940918,,0.0061876513063907,,0.0144714647904038,0.0267517250031232,0.0058477250859141,"['college', 'legislation', 'house', 'congress', 'media']","['Media & Press', 'Education', 'Congress & Legislation']",False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00033839,MARC VEASEY,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,NJ,7,97838,2015-04-16,LEONARD LANCE,R,1,87.0,391,3,0.0076726342710997444,0.8123459815979004,0.1139460131525993,0.0100201619789004,0.0396919213235378,,,0.0105575583875179,"['bills', 'house', 'congress', 'taxes', 'tax', 'tax code', 'epa', 'accountability', 'transparency', 'american', 'news']","['Patriotic Rhetoric', 'Economy & Taxes', 'Congress & Legislation', 'Media & Press', 'Executive Power', 'Energy Independence']",False,False,False,False,False,False,False,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,N00000898,LEONARD LANCE,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,MI,9,97840,2015-04-15,SANDER LEVIN,D,1,45.0,93,1,0.010752688172043012,0.8946285247802734,0.0057285171933472,,0.0052228947170078,0.0585548765957355,0.0271988753229379,,['news'],['Media & Press'],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00003950,SANDER LEVIN,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,KY,4,97841,2015-04-15,THOMAS MASSIE,R,1,68.0,399,0,0.0,0.9302034378051758,,0.0189662892371416,,0.0064076846465468,0.0321792066097259,0.0066189216449856,"['student', 'college', 'curriculum', 'congress', 'community', 'military', 'epa', 'life', 'states', 'media']","['National Security & Defense', 'Social Issues & Values', 'Education', 'Government Overreach', 'Congress & Legislation', 'Housing & Community', 'Media & Press', 'Energy Independence']",True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00034041,THOMAS MASSIE,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
F,NY,4,97842,2015-04-15,KATHLEEN RICE,D,1,16.0,574,1,0.0017421602787456446,0.9404637813568116,0.0069938641972839,0.0260538440197706,,0.0073840413242578,0.0130448788404464,,"['health care', 'medicare', 'health', 'student', 'medicare', 'legislation', 'this bill', 'house', 'congress', 'committee', 'homeland security', 'military', 'veterans', 'epa', 'news']","['National Security & Defense', 'Healthcare', 'Social Safety Net & Entitlements', 'Education', 'Congress & Legislation', 'Media & Press', 'Energy Independence']",True,False,False,True,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00035927,KATHLEEN RICE,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,TX,21,97843,2015-04-15,LAMAR SMITH,R,1,30.0,1185,11,0.009282700421940928,0.3671901822090149,0.0230111666023731,0.0397082604467868,,0.0160611495375633,,0.5347052216529846,"['repeal', 'student', 'welfare', 'hillary', 'hillary clinton', 'clinton', 'obama', 'obama administration', 'legislation', 'house', 'congress', 'vote', 'law', 'community', 'taxes', 'tax', 'tax code', 'small business', 'business', 'regulation', 'spending', 'dollars', 'epa', 'life', 'bureaucracy', 'federal government', 'government', 'states', 'judicial', 'power', 'accountability', 'accountable', 'american', 'american people']","['Political Figures - Hillary Clinton', 'Political Figures - Obama', 'Social Issues & Values', 'Healthcare', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Education', 'Government Overreach', 'Economy & Taxes', 'Congress & Legislation', 'Supreme Court & Judiciary', 'Housing & Community', 'Executive Power', 'Energy Independence']",False,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,N00001811,LAMAR SMITH,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,HI,1,97844,2015-04-15,MARK TAKAI,D,1,60.0,412,1,0.0024271844660194173,0.4002845883369446,0.0095229987055063,0.431840181350708,,0.007130304351449,0.1438139975070953,,"['education', 'bills', 'house', 'congress', 'sponsored', 'civil rights', 'civil', 'economy', 'news']","['Education', 'Civil Rights', 'Economy & Taxes', 'Congress & Legislation', 'Media & Press']",False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,CA,23,97845,2015-04-15,KEVIN MCCARTHY,R,1,304.0,134,0,0.0,0.9191905856132508,,0.0129284793511033,,0.0089133400470018,0.0439791306853294,0.0078171594068408,"['repeal', 'house', 'committee', 'vote', 'votes', 'majority', 'majority leader', 'sponsored', 'order', 'tax', 'business']","['Economy & Taxes', 'Congress & Legislation', 'Law Enforcement & Crime', 'Healthcare']",False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00028152,KEVIN MCCARTHY,2015-04-15,2,5400.00,2015-04-01,4,6289.40,2,13,15050.00,1.48,1.20
F,MI,12,97846,2015-04-15,DEBBIE DINGELL,D,1,17.0,902,0,0.0,0.4887544512748718,0.0106058772653341,,,0.3078940212726593,0.0235636606812477,0.1517900675535202,"['health care', 'healthcare', 'medicare', 'health', 'repeal', 'repeal and replace', 'education', 'student', 'student loan', 'medicare', 'legislation', 'house', 'congress', 'committee', 'vote', 'law', 'amendment', 'affordable', 'community', 'veterans', 'isis', 'jobs', 'budget', 'power', 'american', 'media', 'news']","['National Security & Defense', 'Healthcare', 'Terrorism & Foreign Threats', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Education', 'Economy & Taxes', 'Congress & Legislation', 'Housing & Community', 'Media & Press', 'Executive Power']",True,False,False,True,True,True,False,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,N00036149,DEBBIE DINGELL,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,KS,4,97847,2015-04-15,MIKE POMPEO,R,1,110.0,435,2,0.004597701149425287,0.6983664631843567,0.0889273211359977,,0.0305601023137569,0.0209299493581056,,0.1446968019008636,"['obama', 'president obama', 'legislation', 'bills', 'house', 'congress', 'tax', 'tax code', 'small business', 'business', 'bureaucracy', 'conservative', 'judicial', 'power', 'accountable', 'transparency', 'american', 'news', 'reported']","['Political Figures - Obama', 'Patriotic Rhetoric', 'Government Overreach', 'Economy & Taxes', 'Congress & Legislation', 'Supreme Court & Judiciary', 'Media & Press', 'Executive Power']",False,True,False,False,False,False,True,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,N00030744,MIKE POMPEO,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,FL,15,97848,2015-04-15,DENNIS ROSS,R,1,23.0,602,3,0.0049833887043189366,0.0767932534217834,0.0069692903198301,,,0.0098565695807337,0.0137375202029943,0.8841066360473633,"['legislation', 'this bill', 'bills', 'house', 'congress', 'law', 'majority', 'taxes', 'tax', 'tax code', 'economy', 'business', 'budget', 'bureaucracy', 'judicial', 'accountability', 'transparency', 'american', 'news']","['Patriotic Rhetoric', 'Government Overreach', 'Economy & Taxes', 'Congress & Legislation', 'Supreme Court & Judiciary', 'Media & Press', 'Executive Power']",False,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,N00030645,DENNIS ROSS,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,FL,15,97849,2015-04-15,DENNIS ROSS,R,1,23.0,602,3,0.0049833887043189366,0.0767932534217834,0.0069692903198301,,,0.0098565695807337,0.0137375202029943,0.8841066360473633,"['legislation', 'this bill', 'bills', 'house', 'congress', 'law', 'majority', 'taxes', 'tax', 'tax code', 'economy', 'business', 'budget', 'bureaucracy', 'judicial', 'accountability', 'transparency', 'american', 'news']","['Patriotic Rhetoric', 'Government Overreach', 'Economy & Taxes', 'Congress & Legislation', 'Supreme Court & Judiciary', 'Media & Press', 'Executive Power']",False,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,N00030645,DENNIS ROSS,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,TX,7,97850,2015-04-15,JOHN CULBERSON,R,1,64.0,668,3,0.004491017964071856,0.8803163170814514,0.0128023084253072,0.0754904970526695,,0.0089926198124885,0.0131343994289636,,"['repeal', 'legislation', 'bills', 'house', 'congress', 'committee', 'vote', 'law', 'sponsored', 'order', 'taxes', 'tax', 'tax reform', 'tax code', 'jobs', 'economic growth', 'business', 'regulations', 'regulation', 'budget', 'epa', 'states', 'conservative', 'american', 'american people', 'media']","['Healthcare', 'Patriotic Rhetoric', 'Government Overreach', 'Economy & Taxes', 'Law Enforcement & Crime', 'Congress & Legislation', 'Media & Press', 'Energy Independence']",False,False,False,True,False,False,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00009738,JOHN CULBERSON,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,AZ,5,97851,2015-04-15,MATT SALMON,R,1,62.0,237,0,0.0,0.8306994438171387,0.0155933853238821,,0.0135898077860474,0.071150042116642,0.0517390184104442,,"['congress', 'law', 'equality', 'equal', 'taxes', 'tax', 'dollars', 'government', 'american']","['Patriotic Rhetoric', 'Government Overreach', 'Civil Rights', 'Economy & Taxes', 'Congress & Legislation']",False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,N00006446,MATT SALMON,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
F,CA,13,97853,2015-04-15,BARBARA LEE,D,1,31.0,107,1,0.009345794392523364,0.0801100432872772,0.0057447208091616,0.7949814796447754,,,0.1082090213894844,0.0057697142474353,['congress'],['Congress & Legislation'],False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00008046,BARBARA LEE,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,CA,28,97855,2015-04-15,ADAM SCHIFF,D,1,34.0,342,0,0.0,0.6423846483230591,0.0104193612933158,0.2392995506525039,,0.0106360120698809,0.0896390229463577,,"['student', 'legislation', 'house', 'congress', 'vote', 'states', 'news']","['Media & Press', 'Education', 'Congress & Legislation', 'Government Overreach']",False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00009585,ADAM SCHIFF,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
F,AZ,9,97857,2015-04-15,KYRSTEN SINEMA,D,1,49.0,909,8,0.0088008800880088,0.4596225023269653,0.0219415351748466,0.2831958532333374,,0.1417345404624939,0.0769982784986496,,"['healthcare', 'medicare', 'health', 'education', 'medicare', 'wage', 'legislation', 'congress', 'majority', 'sponsored', 'equal', 'affordable', 'veterans', 'isis', 'jobs', 'small business', 'business', 'spending', 'epa', 'life', 'supreme court', 'accountable', 'american']","['National Security & Defense', 'Social Issues & Values', 'Healthcare', 'Terrorism & Foreign Threats', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Education', 'Civil Rights', 'Economy & Taxes', 'Congress & Legislation', 'Supreme Court & Judiciary', 'Housing & Community', 'Executive Power', 'Energy Independence']",True,False,True,True,True,True,False,True,True,True,False,True,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,N00033983,KYRSTEN SINEMA,2015-04-15,2,-10800.00,2015-04-01,5,1524.03,3,11,-7650.00,0.71,-1.67
M,MN,3,97858,2015-04-15,ERIK PAULSEN,R,1,74.0,156,0,0.0,0.0220039039850235,0.0524160601198673,,0.005933083128184,,0.907840132713318,0.0067198243923485,"['legislation', 'house', 'tax', 'accountability', 'news']","['Media & Press', 'Congress & Legislation', 'Executive Power', 'Economy & Taxes']",False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,N00029391,ERIK PAULSEN,2015-04-15,1,1000.00,2015-04-01,0,1031.67,3,1,1000.00,0.43,0.32
M,NJ,5,97859,2015-04-15,SCOTT GARRETT,R,1,35.0,513,1,0.001949317738791423,0.5809176564216614,0.1133021637797355,0.0646911934018135,,0.1570000350475311,0.0582412853837013,,"['repeal', 'bills', 'house', 'congress', 'vote', 'law', 'defense', 'taxes', 'tax', 'tax relief', 'tax code', 'jobs', 'small business', 'business', 'epa', 'life', 'federal government', 'government', 'accountable', 'american', 'news']","['National Security & Defense', 'Social Issues & Values', 'Healthcare', 'Patriotic Rhetoric', 'Government Overreach', 'Economy & Taxes', 'Congress & Legislation', 'Media & Press', 'Executive Power', 'Energy Independence']",True,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,N00000743,SCOTT GARRETT,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,RI,2,97860,2015-04-15,JAMES LANGEVIN,D,1,24.0,827,0,0.0,0.6972112655639648,,0.0505349971354007,,0.0249483305960893,0.0192681327462196,0.1939039379358291,"['health care', 'health', 'education', 'student', 'social security', 'benefit', 'legislation', 'bills', 'house', 'congress', 'law', 'equal', 'law enforcement', 'police', 'national defense', 'homeland security', 'defense', 'military', 'business', 'epa', 'government', 'american', 'media', 'news']","['National Security & Defense', 'Healthcare', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Education', 'Civil Rights', 'Law Enforcement & Crime', 'Economy & Taxes', 'Government Overreach', 'Congress & Legislation', 'Media & Press', 'Energy Independence']",True,False,False,True,True,True,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,N00009724,JIM LANGEVIN,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,NV,3,97861,2015-04-15,JOSEPH HECK,R,1,55.0,854,4,0.00468384074941452,0.1266698241233825,,0.0149821648374199,,0.0050957556813955,0.0083410209044814,0.8392879962921143,"['education', 'student', 'college', 'benefit', 'legislation', 'house', 'congress', 'committee', 'majority', 'community', 'economy', 'jobs', 'business', 'epa', 'government', 'media', 'press', 'news']","['Social Safety Net & Entitlements', 'Education', 'Government Overreach', 'Economy & Taxes', 'Congress & Legislation', 'Housing & Community', 'Media & Press', 'Energy Independence']",False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00031244,JOE HECK,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,TN,5,97862,2015-04-15,JIM COOPER,D,1,302.0,705,1,0.0014184397163120568,0.0390882156789302,0.007020697928965,,,0.0064367903396487,0.0089697455987334,0.9332518577575684,"['obama', 'president obama', 'legislation', 'house', 'senate', 'congress', 'committee', 'vote', 'law', 'housing', 'neighborhood', 'defense', 'terrorism', 'terror', 'iran', 'nuclear', 'nuclear deal', 'economy', 'jobs', 'epa', 'government', 'executive', 'power', 'american', 'news', 'reporter', 'new york times', 'washington post', 'wall street journal']","['National Security & Defense', 'Political Figures - Obama', 'Terrorism & Foreign Threats', 'Iran & Nuclear Policy', 'Patriotic Rhetoric', 'Government Overreach', 'Economy & Taxes', 'Congress & Legislation', 'Housing & Community', 'Media & Press', 'Executive Power', 'Energy Independence']",True,True,False,False,False,False,True,True,True,True,True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,N00003132,JIM COOPER,2015-04-15,1,2600.00,2015-04-01,0,86.67,3,1,2600.00,10.00,10.00
F,MI,10,97863,2015-04-15,CANDICE MILLER,R,1,144.0,320,0,0.0,0.867716908454895,0.0095702521502971,,,0.0694904029369354,0.0271009504795074,0.0133307669311761,"['house', 'law', 'taxes', 'tax', 'tax code', 'small business', 'business', 'power', 'american', 'news']","['Patriotic Rhetoric', 'Economy & Taxes', 'Congress & Legislation', 'Media & Press', 'Executive Power']",False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,N00009795,CANDICE S MILLER,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,WI,6,97864,2015-04-15,GLENN GROTHMAN,R,1,65.0,163,0,0.0,0.7408603429794312,,,0.0487133003771305,0.0364045351743698,0.0543328635394573,0.0856715813279151,"['health care', 'obamacare', 'health', 'education', 'obama', 'committee', 'law', 'government', 'oversight']","['Political Figures - Obama', 'Healthcare', 'Education', 'Government Overreach', 'Congress & Legislation', 'Executive Power']",False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,N00036409,GLENN S GROTHMAN,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,TX,34,97865,2015-04-15,FILEMON VELA,D,1,31.0,1388,2,0.001440922190201729,0.135733276605606,0.0038445978425443,0.7926539182662964,,0.0075223050080239,0.0578485801815986,,"['healthcare', 'health', 'education', 'student', 'assistance', 'legislation', 'house', 'congress', 'vote', 'affordable', 'community', 'epa', 'life', 'federal government', 'government', 'american', 'american people', 'media', 'press', 'news', 'reporter']","['Social Issues & Values', 'Healthcare', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Education', 'Government Overreach', 'Congress & Legislation', 'Housing & Community', 'Media & Press', 'Energy Independence']",False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00034349,FILEMON VELA,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,WI,8,97866,2015-04-15,REID RIBBLE,R,1,67.0,246,0,0.0,0.7554293870925903,0.0149010997265577,0.0156493596732616,,0.0127830104902386,0.1920348554849624,,"['house', 'taxes', 'tax', 'epa', 'media', 'news']","['Energy Independence', 'Media & Press', 'Congress & Legislation', 'Economy & Taxes']",False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00030968,REID RIBBLE,2015-04-15,1,500.00,2015-04-01,0,213.33,3,1,500.00,2.00,0.78
M,NJ,7,97867,2015-04-15,LEONARD LANCE,R,1,87.0,210,3,0.014285714285714285,0.8426520824432373,,,0.0189958810806274,0.0198408681899309,0.0451868027448654,0.0548363998532295,"['congress', 'taxes', 'tax', 'tax reform', 'tax code', 'small business', 'business', 'epa', 'american', 'news']","['Patriotic Rhetoric', 'Economy & Taxes', 'Congress & Legislation', 'Media & Press', 'Energy Independence']",False,False,False,False,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00000898,LEONARD LANCE,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
F,NY,25,97868,2015-04-15,LOUISE SLAUGHTER,D,1,29.0,155,0,0.0,0.8569737076759338,0.0160425715148448,,,0.0552931018173694,0.0182951372116804,0.039331242442131,"['obama', 'president obama', 'congress', 'iran', 'iran deal', 'nuclear', 'power', 'media', 'news']","['Political Figures - Obama', 'Iran & Nuclear Policy', 'Congress & Legislation', 'Media & Press', 'Executive Power']",False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,N00001311,LOUISE M SLAUGHTER,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,CA,23,97869,2015-04-14,KEVIN MCCARTHY,R,1,304.0,335,1,0.0029850746268656717,0.9423314332962036,0.0068843094632029,,,0.0067124012857675,0.0198819953948259,0.0152309192344546,"['repeal', 'legislation', 'house', 'committee', 'vote', 'votes', 'majority', 'majority leader', 'sponsored', 'order', 'tax', 'business', 'bureaucracy', 'government', 'judicial', 'accountability', 'oversight', 'transparency']","['Healthcare', 'Government Overreach', 'Economy & Taxes', 'Law Enforcement & Crime', 'Congress & Legislation', 'Supreme Court & Judiciary', 'Executive Power']",False,False,False,True,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,N00028152,KEVIN MCCARTHY,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,OH,2,97870,2015-04-14,BRAD WENSTRUP,R,1,67.0,1245,2,0.001606425702811245,0.8824958801269531,0.0555879510939121,,0.0133549766615033,,0.0110261812806129,0.0248427726328372,"['obamacare', 'medicare', 'repeal', 'education', 'student', 'college', 'medicare', 'assistance', 'obama', 'president obama', 'obama administration', 'legislation', 'bills', 'house', 'congress', 'committee', 'vote', 'law', 'housing', 'order', 'national security', 'defense', 'military', 'veterans', 'terror', 'iran', 'nuclear', 'tax', 'small business', 'business', 'budget', 'energy', 'epa', 'bureaucracy', 'government', 'states', 'executive', 'executive order', 'transparency', 'american', 'american people', 'media', 'reporting']","['National Security & Defense', 'Political Figures - Obama', 'Healthcare', 'Terrorism & Foreign Threats', 'Social Safety Net & Entitlements', 'Iran & Nuclear Policy', 'Education', 'Patriotic Rhetoric', 'Government Overreach', 'Law Enforcement & Crime', 'Economy & Taxes', 'Congress & Legislation', 'Housing & Community', 'Media & Press', 'Executive Power', 'Energy Independence']",True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,N00033310,BRAD WENSTRUP,2015-04-14,3,2050.00,2015-04-01,0,191.67,3,3,2050.00,4.29,3.57
M,MS,4,97873,2015-04-14,STEVEN PALAZZO,R,1,94.0,241,1,0.004149377593360996,0.827573299407959,0.0418868660926818,0.0280795861035585,,0.0673188120126724,0.0221534557640552,,"['national defense', 'defense', 'news']","['Media & Press', 'National Security & Defense']",True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00031958,STEVEN PALAZZO,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,TX,9,97874,2015-04-14,AL GREEN,D,1,115.0,303,1,0.0033003300330033004,0.9325288534164428,0.0089997928589582,,,0.0171897020190954,0.0188569091260433,0.0124853644520044,"['minimum wage', 'wage', 'congress', 'committee', 'law', 'equal', 'community', 'epa', 'american', 'media', 'press']","['Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Civil Rights', 'Congress & Legislation', 'Housing & Community', 'Media & Press', 'Energy Independence']",False,False,False,False,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,N00026686,AL GREEN,2015-04-14,6,2000.00,2015-04-01,2,2515.00,3,8,3000.00,1.11,0.40
M,MA,4,97875,2015-04-14,JOSEPH KENNEDY,D,1,13.0,500,3,0.006,0.3807492554187774,0.3853278160095215,,,0.0276382789015769,0.0183987263590097,0.1687869727611541,"['minimum wage', 'wage', 'legislation', 'this bill', 'house', 'congress', 'law', 'equal', 'economy', 'states', 'american', 'news']","['Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Government Overreach', 'Civil Rights', 'Economy & Taxes', 'Congress & Legislation', 'Media & Press']",False,False,False,False,True,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,N00034044,JOE KENNEDY III,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
F,WA,1,97876,2015-04-14,SUZAN DELBENE,D,1,81.0,504,3,0.005952380952380952,0.0907347723841667,0.0045238765887916,,0.0034587860573083,0.0076373852789402,,0.8881978988647461,"['medicare', 'health', 'college', 'social security', 'medicare', 'child care', 'assistance', 'legislation', 'bills', 'congress', 'sponsored', 'taxes', 'tax', 'tax relief', 'tax reform', 'tax code', 'economic growth', 'small business', 'business', 'states', 'american', 'news']","['Healthcare', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Education', 'Government Overreach', 'Economy & Taxes', 'Congress & Legislation', 'Media & Press']",False,False,False,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00030693,SUZAN DELBENE,2015-04-14,4,3050.00,2015-04-01,3,820.43,3,9,3710.00,0.94,1.51
