dc_gender,dc_state,dc_district,newsletter_id,dc_date,dc_name,dc_party,newsletter_count,total_newsletters,body_word_count,fundraising_terms,fundraising_ratio,neutral_score,anger_score,joy_score,disgust_score,sadness_score,surprise_score,fear_score,matched_phrases,themes_list,theme_national_security_and_defense,theme_political_figures_-_obama,theme_social_issues_and_values,theme_healthcare,theme_social_safety_net_and_entitlements,theme_education,theme_government_overreach,theme_economy_and_taxes,theme_congress_and_legislation,theme_housing_and_community,theme_media_and_press,theme_energy_independence,theme_patriotic_rhetoric,theme_law_enforcement_and_crime,theme_immigration,theme_political_figures_-_trump,theme_executive_power,theme_voting_rights,theme_terrorism_and_foreign_threats,theme_supreme_court_and_judiciary,theme_iran_and_nuclear_policy,theme_gun_policy,theme_reproductive_rights,theme_climate_and_energy_policy,theme_civil_rights,theme_political_figures_-_hillary_clinton,theme_criminal_justice_reform,theme_election_integrity,theme_trump_name_calling,fec_cid,fec_name,contrib_date,contrib_count,contrib_amount,month_start,avg_daily_contrib_count_per_month,avg_daily_contrib_amount_per_month,window_days,window_contrib_count,window_contrib_amount,window_fundraising_count_score,window_fundraising_amount_score
M,HI,1,110577,2016-03-30,MARK TAKAI,D,1,60.0,496,0,0.0,0.588358998298645,0.2551751136779785,,,0.0132664935663342,0.0160535164177417,0.1044832617044448,"['education', 'house', 'congress', 'committee', 'law', 'amendment', 'national defense', 'defense', 'military', 'veterans', 'economy', 'epa', 'freedom', 'news']","['National Security & Defense', 'Education', 'Government Overreach', 'Economy & Taxes', 'Congress & Legislation', 'Media & Press', 'Energy Independence']",True,False,False,False,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
F,TN,6,110579,2016-03-30,DIANE BLACK,R,1,96.0,304,0,0.0,0.8343585729598999,0.0090921679511666,0.0937898159027099,,0.0072074281051754,0.0494202300906181,,"['house', 'congress', 'accountable', 'media', 'news']","['Media & Press', 'Congress & Legislation', 'Executive Power']",False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,N00031539,DIANE BLACK,2016-03-30,1,250.00,2016-03-01,0,312.90,3,5,5650.00,3.44,6.02
M,CA,7,110581,2016-03-30,AMI BERA,D,1,108.0,663,4,0.006033182503770739,0.0683724135160446,0.0029328353703022,0.8748843669891357,,0.0080657824873924,0.0423638448119163,,"['health care', 'health', 'student', 'benefit', 'assistance', 'congress', 'committee', 'veterans', 'tax', 'jobs', 'small business', 'business', 'epa', 'federal government', 'government']","['National Security & Defense', 'Healthcare', 'Social Safety Net & Entitlements', 'Education', 'Government Overreach', 'Economy & Taxes', 'Congress & Legislation', 'Energy Independence']",True,False,False,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00030717,AMI BERA,2016-03-30,33,7895.00,2016-03-01,20,6479.87,3,144,70846.00,2.40,3.64
M,AR,2,110582,2016-03-30,J. HILL,R,1,78.0,847,0,0.0,0.0807291120290756,0.0036736316978931,0.8446747064590454,,0.008638652972877,0.0587263628840446,,"['student', 'benefit', 'assistance', 'house', 'congress', 'law', 'order', 'veterans', 'small business', 'business', 'energy', 'epa', 'american', 'news']","['National Security & Defense', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Education', 'Law Enforcement & Crime', 'Economy & Taxes', 'Congress & Legislation', 'Media & Press', 'Energy Independence']",True,False,False,False,True,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00035792,FRENCH HILL,2016-03-30,8,10150.00,2016-03-01,1,1180.65,3,27,32650.00,8.72,9.22
M,MD,8,110583,2016-03-30,CHRIS VAN HOLLEN,D,1,19.0,442,1,0.0022624434389140274,0.1029425412416458,0.2349605113267898,0.0814990699291229,,0.0806862488389015,,0.4365992248058319,"['health care', 'healthcare', 'affordable care act', 'health', 'house', 'congress', 'committee', 'amendment', 'affordable', 'order', 'tax', 'budget', 'epa']","['Healthcare', 'Economy & Taxes', 'Law Enforcement & Crime', 'Congress & Legislation', 'Housing & Community', 'Energy Independence']",False,False,False,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00013820,CHRIS VAN HOLLEN,2016-03-30,215,109010.00,2016-03-01,136,73668.97,3,839,484078.00,2.05,2.19
M,NY,15,110584,2016-03-30,JOSÉ SERRANO,D,1,50.0,1477,6,0.004062288422477996,0.8451147079467773,0.0258426405489444,0.0325494557619094,,0.0288927908986806,,0.0466466583311557,"['health care', 'affordable care act', 'health', 'student', 'college', 'community college', 'immigration reform', 'benefit', 'assistance', 'obama', 'obama administration', 'legislation', 'the bill', 'house', 'congress', 'committee', 'law', 'equality', 'equal', 'affordable', 'community', 'isis', 'iran', 'taxes', 'tax', 'tax code', 'economy', 'small business', 'business', 'budget', 'epa', 'government', 'power', 'oversight', 'american', 'media', 'press', 'news']","['Political Figures - Obama', 'Healthcare', 'Terrorism & Foreign Threats', 'Social Safety Net & Entitlements', 'Iran & Nuclear Policy', 'Education', 'Patriotic Rhetoric', 'Civil Rights', 'Economy & Taxes', 'Government Overreach', 'Immigration', 'Congress & Legislation', 'Housing & Community', 'Media & Press', 'Executive Power', 'Energy Independence']",False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,N00001813,JOSE E SERRANO,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,NY,18,110585,2016-03-30,SEAN MALONEY,D,1,18.0,169,0,0.0,0.9531155228614808,0.0068504586815834,0.0054944441653788,,0.0103873442858457,0.015429925173521,,"['obama', 'president obama', 'senate', 'congress', 'epa', 'supreme court', 'news']","['Political Figures - Obama', 'Congress & Legislation', 'Supreme Court & Judiciary', 'Media & Press', 'Energy Independence']",False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,N00034277,SEAN PATRICK MALONEY,2016-03-30,11,14250.00,2016-03-01,5,5747.23,3,54,50770.00,3.03,2.94
M,NJ,7,110586,2016-03-30,LEONARD LANCE,R,1,87.0,263,0,0.0,0.8348280191421509,,0.0083329835906624,,0.0739909633994102,0.0470540225505828,0.0246610883623361,"['social security', 'congress', 'homeland security', 'veterans', 'isis', 'tax', 'economy', 'spending', 'budget', 'epa', 'american', 'american people']","['National Security & Defense', 'Terrorism & Foreign Threats', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Economy & Taxes', 'Congress & Legislation', 'Energy Independence']",True,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,N00000898,LEONARD LANCE,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
F,NC,12,110587,2016-03-30,ALMA ADAMS,D,1,59.0,400,1,0.0025,0.9260312914848328,,0.0134051498025655,,0.0204610712826252,0.0128965070471167,0.0190982762724161,"['benefit', 'assistance', 'house', 'congress', 'tax', 'epa']","['Social Safety Net & Entitlements', 'Energy Independence', 'Congress & Legislation', 'Economy & Taxes']",False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00035451,ALMA ADAMS,2016-03-30,23,10050.00,2016-03-01,3,1768.84,1,23,10050.00,5.80,5.68
M,FL,18,110588,2016-03-30,PATRICK MURPHY,D,1,53.0,585,3,0.005128205128205128,0.7895601391792297,0.0107193179428577,0.1286759674549102,,0.0272162575274705,,0.0302938017994165,"['medicare', 'health', 'medicare', 'benefit', 'assistance', 'legislation', 'house', 'congress', 'law', 'community', 'life', 'american', 'news']","['Social Issues & Values', 'Healthcare', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Congress & Legislation', 'Housing & Community', 'Media & Press']",False,False,True,True,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00033091,PATRICK MURPHY,2016-03-30,94,66820.00,2016-03-01,44,34965.71,3,268,230532.00,1.99,2.20
M,CO,5,110589,2016-03-30,DOUG LAMBORN,R,1,409.0,140,0,0.0,0.7115182876586914,0.1836094558238983,,0.0569189228117466,0.0094763617962598,,0.0264618564397096,"['health care', 'obamacare', 'health', 'repeal', 'obama', 'congress', 'business', 'budget', 'life', 'pro-life', 'abortion', 'federal government', 'government']","['Social Issues & Values', 'Political Figures - Obama', 'Healthcare', 'Government Overreach', 'Economy & Taxes', 'Congress & Legislation']",False,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00028133,DOUGLAS L LAMBORN,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,VA,4,110591,2016-03-30,J. FORBES,R,1,293.0,1217,8,0.00657354149548069,0.0725796297192573,0.0374567061662673,,,0.5022448301315308,0.0176997352391481,0.3532368242740631,"['student', 'benefit', 'congress', 'civil', 'national security', 'defense', 'military', 'veterans', 'terrorist', 'terror', 'budget', 'life', 'government', 'american', 'press', 'news']","['National Security & Defense', 'Social Issues & Values', 'Terrorism & Foreign Threats', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Education', 'Civil Rights', 'Economy & Taxes', 'Government Overreach', 'Congress & Legislation', 'Media & Press']",True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,N00013799,RANDY FORBES,2016-03-30,6,6300.00,2016-03-01,4,4966.42,1,6,6300.00,1.23,1.27
M,TN,5,110592,2016-03-30,JIM COOPER,D,1,302.0,635,0,0.0,0.615497887134552,0.0270755086094141,,,0.0186902657151222,0.0872691124677658,0.2285430133342743,"['health', 'border', 'obama', 'president obama', 'vote', 'law', 'majority', 'voter', 'community', 'crime', 'order', 'military', 'terrorist', 'terrorists', 'terror', 'nuclear', 'spending', 'dollars', 'epa', 'states', 'power', 'american', 'news', 'new york times', 'wall street journal']","['National Security & Defense', 'Political Figures - Obama', 'Healthcare', 'Voting Rights', 'Terrorism & Foreign Threats', 'Iran & Nuclear Policy', 'Patriotic Rhetoric', 'Government Overreach', 'Law Enforcement & Crime', 'Economy & Taxes', 'Immigration', 'Congress & Legislation', 'Housing & Community', 'Media & Press', 'Executive Power', 'Energy Independence']",True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,N00003132,JIM COOPER,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,NY,1,110594,2016-03-30,LEE ZELDIN,R,1,68.0,686,3,0.004373177842565598,0.835549533367157,0.0185319241136312,0.0486142486333847,,0.0162447448819875,,0.0603872425854206,"['health care', 'health', 'education', 'college', 'community college', 'benefit', 'assistance', 'this bill', 'the bill', 'house', 'senate', 'congress', 'committee', 'vote', 'community', 'veterans', 'terrorism', 'terrorist', 'isis', 'terror', 'economy', 'jobs', 'business', 'regulatory', 'constitution', 'american', 'media', 'press', 'news']","['National Security & Defense', 'Healthcare', 'Terrorism & Foreign Threats', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Education', 'Government Overreach', 'Economy & Taxes', 'Congress & Legislation', 'Housing & Community', 'Media & Press']",True,False,False,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,N00029404,LEE ZELDIN,2016-03-30,13,13500.00,2016-03-01,5,4959.29,3,50,40930.00,2.84,2.75
M,NC,1,110595,2016-03-30,GEORGE BUTTERFIELD,D,1,19.0,251,0,0.0,0.7481219172477722,,0.1632472872734069,,0.00873504858464,0.0620187893509864,0.008725244551897,"['education', 'college', 'community college', 'house', 'congress', 'law', 'community', 'public safety', 'veterans', 'economy', 'jobs']","['National Security & Defense', 'Education', 'Law Enforcement & Crime', 'Economy & Taxes', 'Congress & Legislation', 'Housing & Community']",True,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00027035,G K BUTTERFIELD,2016-03-30,2,1950.00,2016-03-01,0,287.10,3,3,2950.00,2.21,3.43
M,NY,23,110597,2016-03-30,TOM REED,R,1,39.0,671,0,0.0,0.3348705172538757,,0.3998820185661316,,0.1708361506462097,0.0632488951086998,0.0209850929677486,"['student', 'congress', ""women's rights"", 'equality', 'equal', 'police', 'veterans', 'terrorism', 'terrorist', 'terrorists', 'isis', 'terror', 'jobs', 'energy', 'states', 'executive', 'american', 'media', 'news']","['National Security & Defense', 'Terrorism & Foreign Threats', 'Patriotic Rhetoric', 'Education', 'Civil Rights', 'Law Enforcement & Crime', 'Economy & Taxes', 'Government Overreach', 'Congress & Legislation', 'Media & Press', 'Executive Power', 'Energy Independence']",True,False,False,False,False,True,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,N00030949,TOM REED,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,HI,1,110598,2016-03-30,MARK TAKAI,D,1,60.0,266,0,0.0,0.8766394257545471,,0.0442485623061656,,0.0062896669842302,0.0614215433597564,0.0049749207682907,"['education', 'college', 'community college', 'congress', 'community', 'epa', 'news']","['Education', 'Congress & Legislation', 'Housing & Community', 'Media & Press', 'Energy Independence']",False,False,False,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
F,NY,7,110606,2016-03-29,NYDIA VELÁZQUEZ,D,1,8.0,791,0,0.0,0.8792423009872437,,0.0166540127247571,,0.0361566022038459,0.0204193592071533,0.0317157879471778,"['wage', 'legislation', 'the bill', 'house', 'congress', 'committee', 'amendment', 'housing', 'affordable', 'community', 'isis', 'economy', 'jobs', 'small business', 'business', 'epa', 'federal government', 'government', 'supreme court', 'american', 'media', 'press', 'news']","['Terrorism & Foreign Threats', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Government Overreach', 'Economy & Taxes', 'Congress & Legislation', 'Supreme Court & Judiciary', 'Housing & Community', 'Media & Press', 'Energy Independence']",False,False,False,False,True,False,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,N00001102,NYDIA VELAZQUEZ,2016-03-29,11,10100.00,2016-03-01,7,7772.52,3,33,28750.00,1.44,1.23
M,CA,52,110599,2016-03-29,SCOTT PETERS,D,1,23.0,717,0,0.0,0.0081541547551751,0.6676447987556458,,,0.0172916017472744,0.0100778099149465,0.2928487658500671,"['health care', 'healthcare', 'health', 'student', 'legislation', 'bills', 'house', 'congress', 'vote', 'law', 'amendment', 'sponsored', 'climate change', 'renewable energy', 'clean energy', 'climate', 'housing', 'affordable', 'community', 'isis', 'jobs', 'business', 'budget', 'energy', 'government', 'states', 'supreme court', 'executive', 'american', 'news']","['Healthcare', 'Terrorism & Foreign Threats', 'Climate & Energy Policy', 'Patriotic Rhetoric', 'Education', 'Government Overreach', 'Economy & Taxes', 'Congress & Legislation', 'Supreme Court & Judiciary', 'Housing & Community', 'Media & Press', 'Executive Power', 'Energy Independence']",False,False,False,True,False,True,True,True,True,True,True,True,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,N00033591,SCOTT PETERS,2016-03-29,44,7870.00,2016-03-01,19,4471.32,3,165,24851.00,2.76,1.85
M,TX,2,110601,2016-03-29,TED POE,R,1,36.0,300,0,0.0,0.0747863203287124,0.1935726702213287,,0.5032017230987549,0.0366734452545642,,0.1859541833400726,"['congress', 'isis', 'iran', 'epa', 'god', 'government', 'states', 'press', 'news']","['Social Issues & Values', 'Iran & Nuclear Policy', 'Terrorism & Foreign Threats', 'Government Overreach', 'Congress & Legislation', 'Media & Press', 'Energy Independence']",False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,N00026457,TED POE,2016-03-29,3,5200.00,2016-03-01,1,1783.87,3,6,8400.00,1.77,1.57
M,NY,18,110604,2016-03-29,SEAN MALONEY,D,1,18.0,169,0,0.0,0.9531155228614808,0.0068504586815834,0.0054944441653788,,0.0103873442858457,0.015429925173521,,"['obama', 'president obama', 'senate', 'congress', 'epa', 'supreme court', 'news']","['Political Figures - Obama', 'Congress & Legislation', 'Supreme Court & Judiciary', 'Media & Press', 'Energy Independence']",False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,N00034277,SEAN PATRICK MALONEY,2016-03-29,3,5500.00,2016-03-01,5,5747.23,1,3,5500.00,0.51,0.96
M,TX,9,110605,2016-03-29,AL GREEN,D,1,115.0,263,1,0.0038022813688212928,0.8847482800483704,,0.0303387567400932,,0.0324234701693058,0.0241042785346508,0.0172586310654878,"['congress', 'veterans', 'liberty', 'american', 'media']","['National Security & Defense', 'Patriotic Rhetoric', 'Government Overreach', 'Congress & Legislation', 'Media & Press']",True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00026686,AL GREEN,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
